AnimalID,BirthDate,BirthFarm,DeathDate,DeathFarm,Species
A000002597,01/06/2011,F000000007,01/05/2011,F000000008,CATTLE
A000002598,01/06/2011,F000000007,01/05/2011,F000000008,CATTLE
A000002599,01/06/2011,F000000007,01/05/2011,F000000008,CATTLE
A000002600,01/06/2011,F000000007,01/05/2011,F000000008,CATTLE
A000002601,01/06/2011,F000000007,01/05/2011,F000000008,CATTLE
A000002658,01/06/2011,F000000017,01/05/2011,F000000008,CATTLE
A000002608,01/06/2011,F000000009,01/05/2011,F000000009,CATTLE
A000002609,01/06/2011,F000000009,01/05/2011,F000000009,CATTLE
A000002610,01/06/2011,F000000009,01/05/2011,F000000009,CATTLE
A000002611,01/06/2011,F000000009,01/05/2011,F000000009,CATTLE
A000002612,01/06/2011,F000000009,01/05/2011,F000000009,CATTLE
A000002613,01/06/2011,F000000009,01/05/2011,F000000009,CATTLE
A000002614,01/06/2011,F000000010,01/05/2011,F000000010,CATTLE
A000002615,01/06/2011,F000000010,01/05/2011,F000000010,CATTLE
A000002616,01/06/2011,F000000010,01/05/2011,F000000010,CATTLE
A000002643,01/06/2011,F000000014,01/05/2011,F000000010,CATTLE
A000002644,01/06/2011,F000000014,01/05/2011,F000000010,CATTLE
A000002617,01/06/2011,F000000011,01/05/2011,F000000011,CATTLE
A000002618,01/06/2011,F000000011,01/05/2011,F000000011,CATTLE
A000002619,01/06/2011,F000000011,01/05/2011,F000000011,CATTLE
A000002620,01/06/2011,F000000011,01/05/2011,F000000011,CATTLE
A000002621,01/06/2011,F000000011,01/05/2011,F000000011,CATTLE
A000002622,01/06/2011,F000000011,01/05/2011,F000000011,CATTLE
A000002623,01/06/2011,F000000011,01/05/2011,F000000011,CATTLE
A000002624,01/06/2011,F000000011,01/05/2011,F000000011,CATTLE
A000002625,01/06/2011,F000000011,01/05/2011,F000000011,CATTLE
A000002670,01/06/2011,F000000020,01/05/2011,F000000011,CATTLE
A000002671,01/06/2011,F000000020,01/05/2011,F000000011,CATTLE
A000002672,01/06/2011,F000000020,01/05/2011,F000000011,CATTLE
A000002673,01/06/2011,F000000020,01/05/2011,F000000011,CATTLE
A000002674,01/06/2011,F000000020,01/05/2011,F000000011,CATTLE
A000002634,01/06/2011,F000000013,01/05/2011,F000000013,CATTLE
A000002635,01/06/2011,F000000013,01/05/2011,F000000013,CATTLE
A000002636,01/06/2011,F000000013,01/05/2011,F000000013,CATTLE
A000002637,01/06/2011,F000000013,01/05/2011,F000000013,CATTLE
A000002638,01/06/2011,F000000013,01/05/2011,F000000013,CATTLE
A000002639,01/06/2011,F000000013,01/05/2011,F000000013,CATTLE
A000002640,01/06/2011,F000000013,01/05/2011,F000000013,CATTLE
A000002641,01/06/2011,F000000013,01/05/2011,F000000013,CATTLE
A000002642,01/06/2011,F000000013,01/05/2011,F000000013,CATTLE
A000002626,01/06/2011,F000000012,01/05/2011,F000000013,CATTLE
A000002627,01/06/2011,F000000012,01/05/2011,F000000013,CATTLE
A000002628,01/06/2011,F000000012,01/05/2011,F000000013,CATTLE
A000002645,01/06/2011,F000000015,01/05/2011,F000000015,CATTLE
A000002646,01/06/2011,F000000015,01/05/2011,F000000015,CATTLE
A000002647,01/06/2011,F000000015,01/05/2011,F000000015,CATTLE
A000002659,01/06/2011,F000000018,01/05/2011,F000000018,CATTLE
A000002660,01/06/2011,F000000018,01/05/2011,F000000018,CATTLE
A000002661,01/06/2011,F000000018,01/05/2011,F000000018,CATTLE
A000002662,01/06/2011,F000000018,01/05/2011,F000000018,CATTLE
A000002663,01/06/2011,F000000018,01/05/2011,F000000018,CATTLE
A000002664,01/06/2011,F000000019,01/05/2011,F000000019,CATTLE
A000002665,01/06/2011,F000000019,01/05/2011,F000000019,CATTLE
A000002666,01/06/2011,F000000020,01/05/2011,F000000019,CATTLE
A000002667,01/06/2011,F000000020,01/05/2011,F000000019,CATTLE
A000002668,01/06/2011,F000000020,01/05/2011,F000000019,CATTLE
A000002669,01/06/2011,F000000020,01/05/2011,F000000019,CATTLE
A000002675,01/07/2011,F000000001,01/06/2011,F000000001,CATTLE
A000002719,01/07/2011,F000000016,01/06/2011,F000000001,CATTLE
A000002720,01/07/2011,F000000016,01/06/2011,F000000001,CATTLE
A000002676,01/07/2011,F000000004,01/06/2011,F000000001,CATTLE
A000002677,01/07/2011,F000000004,01/06/2011,F000000001,CATTLE
A000002678,01/07/2011,F000000004,01/06/2011,F000000001,CATTLE
A000002679,01/07/2011,F000000004,01/06/2011,F000000001,CATTLE
A000002680,01/07/2011,F000000004,01/06/2011,F000000001,CATTLE
A000002681,01/07/2011,F000000004,01/06/2011,F000000001,CATTLE
A000002682,01/07/2011,F000000004,01/06/2011,F000000001,CATTLE
A000002683,01/07/2011,F000000004,01/06/2011,F000000001,CATTLE
A000002703,01/07/2011,F000000012,01/06/2011,F000000005,CATTLE
A000002704,01/07/2011,F000000012,01/06/2011,F000000005,CATTLE
A000002705,01/07/2011,F000000012,01/06/2011,F000000005,CATTLE
A000002706,01/07/2011,F000000012,01/06/2011,F000000005,CATTLE
A000002707,01/07/2011,F000000012,01/06/2011,F000000005,CATTLE
A000002708,01/07/2011,F000000012,01/06/2011,F000000005,CATTLE
A000002709,01/07/2011,F000000012,01/06/2011,F000000005,CATTLE
A000002710,01/07/2011,F000000012,01/06/2011,F000000005,CATTLE
A000002684,01/07/2011,F000000008,01/06/2011,F000000008,CATTLE
A000002685,01/07/2011,F000000008,01/06/2011,F000000008,CATTLE
A000002686,01/07/2011,F000000008,01/06/2011,F000000008,CATTLE
A000002687,01/07/2011,F000000008,01/06/2011,F000000008,CATTLE
A000002688,01/07/2011,F000000008,01/06/2011,F000000008,CATTLE
A000002689,01/07/2011,F000000008,01/06/2011,F000000008,CATTLE
A000002690,01/07/2011,F000000008,01/06/2011,F000000008,CATTLE
A000002691,01/07/2011,F000000008,01/06/2011,F000000008,CATTLE
A000002692,01/07/2011,F000000008,01/06/2011,F000000008,CATTLE
A000002721,01/07/2011,F000000017,01/06/2011,F000000008,CATTLE
A000002722,01/07/2011,F000000017,01/06/2011,F000000008,CATTLE
A000002723,01/07/2011,F000000017,01/06/2011,F000000008,CATTLE
A000002724,01/07/2011,F000000017,01/06/2011,F000000008,CATTLE
A000002693,01/07/2011,F000000010,01/06/2011,F000000010,CATTLE
A000002717,01/07/2011,F000000014,01/06/2011,F000000010,CATTLE
A000002694,01/07/2011,F000000011,01/06/2011,F000000011,CATTLE
A000002695,01/07/2011,F000000011,01/06/2011,F000000011,CATTLE
A000002696,01/07/2011,F000000011,01/06/2011,F000000011,CATTLE
A000002697,01/07/2011,F000000011,01/06/2011,F000000011,CATTLE
A000002698,01/07/2011,F000000011,01/06/2011,F000000011,CATTLE
A000002699,01/07/2011,F000000011,01/06/2011,F000000011,CATTLE
A000002700,01/07/2011,F000000011,01/06/2011,F000000011,CATTLE
A000002701,01/07/2011,F000000011,01/06/2011,F000000011,CATTLE
A000002702,01/07/2011,F000000011,01/06/2011,F000000011,CATTLE
A000002732,01/07/2011,F000000020,01/06/2011,F000000011,CATTLE
A000002733,01/07/2011,F000000020,01/06/2011,F000000011,CATTLE
A000002734,01/07/2011,F000000020,01/06/2011,F000000011,CATTLE
A000002735,01/07/2011,F000000020,01/06/2011,F000000011,CATTLE
A000002736,01/07/2011,F000000020,01/06/2011,F000000011,CATTLE
A000002737,01/07/2011,F000000020,01/06/2011,F000000011,CATTLE
A000002738,01/07/2011,F000000020,01/06/2011,F000000011,CATTLE
A000002739,01/07/2011,F000000020,01/06/2011,F000000011,CATTLE
A000002711,01/07/2011,F000000013,01/06/2011,F000000013,CATTLE
A000002712,01/07/2011,F000000013,01/06/2011,F000000013,CATTLE
A000002713,01/07/2011,F000000013,01/06/2011,F000000013,CATTLE
A000002714,01/07/2011,F000000013,01/06/2011,F000000013,CATTLE
A000002715,01/07/2011,F000000013,01/06/2011,F000000013,CATTLE
A000002716,01/07/2011,F000000013,01/06/2011,F000000013,CATTLE
A000002718,01/07/2011,F000000015,01/06/2011,F000000015,CATTLE
A000002725,01/07/2011,F000000019,01/06/2011,F000000019,CATTLE
A000002726,01/07/2011,F000000019,01/06/2011,F000000019,CATTLE
A000002727,01/07/2011,F000000019,01/06/2011,F000000019,CATTLE
A000002728,01/07/2011,F000000019,01/06/2011,F000000019,CATTLE
A000002729,01/07/2011,F000000019,01/06/2011,F000000019,CATTLE
A000002730,01/07/2011,F000000019,01/06/2011,F000000019,CATTLE
A000002731,01/07/2011,F000000019,01/06/2011,F000000019,CATTLE
A000002740,01/08/2011,F000000001,01/07/2011,F000000001,CATTLE
A000002741,01/08/2011,F000000001,01/07/2011,F000000001,CATTLE
A000002804,01/08/2011,F000000016,01/07/2011,F000000001,CATTLE
A000002805,01/08/2011,F000000016,01/07/2011,F000000001,CATTLE
A000002806,01/08/2011,F000000016,01/07/2011,F000000001,CATTLE
A000002746,01/08/2011,F000000004,01/07/2011,F000000001,CATTLE
A000002747,01/08/2011,F000000004,01/07/2011,F000000001,CATTLE
A000002748,01/08/2011,F000000004,01/07/2011,F000000001,CATTLE
A000002749,01/08/2011,F000000004,01/07/2011,F000000001,CATTLE
A000002750,01/08/2011,F000000004,01/07/2011,F000000001,CATTLE
A000002751,01/08/2011,F000000004,01/07/2011,F000000001,CATTLE
A000002752,01/08/2011,F000000004,01/07/2011,F000000001,CATTLE
A000002753,01/08/2011,F000000004,01/07/2011,F000000001,CATTLE
A000002754,01/08/2011,F000000004,01/07/2011,F000000001,CATTLE
A000002742,01/08/2011,F000000002,01/07/2011,F000000002,CATTLE
A000002743,01/08/2011,F000000003,01/07/2011,F000000004,CATTLE
A000002744,01/08/2011,F000000003,01/07/2011,F000000004,CATTLE
A000002745,01/08/2011,F000000003,01/07/2011,F000000004,CATTLE
A000002796,01/08/2011,F000000012,01/07/2011,F000000005,CATTLE
A000002797,01/08/2011,F000000012,01/07/2011,F000000005,CATTLE
A000002766,01/08/2011,F000000006,01/07/2011,F000000006,CATTLE
A000002755,01/08/2011,F000000005,01/07/2011,F000000006,CATTLE
A000002756,01/08/2011,F000000005,01/07/2011,F000000006,CATTLE
A000002757,01/08/2011,F000000005,01/07/2011,F000000006,CATTLE
A000002758,01/08/2011,F000000005,01/07/2011,F000000006,CATTLE
A000002759,01/08/2011,F000000006,01/07/2011,F000000007,CATTLE
A000002760,01/08/2011,F000000006,01/07/2011,F000000007,CATTLE
A000002761,01/08/2011,F000000006,01/07/2011,F000000007,CATTLE
A000002762,01/08/2011,F000000006,01/07/2011,F000000007,CATTLE
A000002763,01/08/2011,F000000006,01/07/2011,F000000007,CATTLE
A000002764,01/08/2011,F000000006,01/07/2011,F000000007,CATTLE
A000002765,01/08/2011,F000000006,01/07/2011,F000000007,CATTLE
A000002774,01/08/2011,F000000008,01/07/2011,F000000008,CATTLE
A000002775,01/08/2011,F000000008,01/07/2011,F000000008,CATTLE
A000002776,01/08/2011,F000000008,01/07/2011,F000000008,CATTLE
A000002777,01/08/2011,F000000008,01/07/2011,F000000008,CATTLE
A000002778,01/08/2011,F000000008,01/07/2011,F000000008,CATTLE
A000002779,01/08/2011,F000000008,01/07/2011,F000000008,CATTLE
A000002780,01/08/2011,F000000008,01/07/2011,F000000008,CATTLE
A000002781,01/08/2011,F000000008,01/07/2011,F000000008,CATTLE
A000002767,01/08/2011,F000000007,01/07/2011,F000000008,CATTLE
A000002768,01/08/2011,F000000007,01/07/2011,F000000008,CATTLE
A000002769,01/08/2011,F000000007,01/07/2011,F000000008,CATTLE
A000002770,01/08/2011,F000000007,01/07/2011,F000000008,CATTLE
A000002771,01/08/2011,F000000007,01/07/2011,F000000008,CATTLE
A000002772,01/08/2011,F000000007,01/07/2011,F000000008,CATTLE
A000002773,01/08/2011,F000000007,01/07/2011,F000000008,CATTLE
A000002782,01/08/2011,F000000009,01/07/2011,F000000009,CATTLE
A000002783,01/08/2011,F000000009,01/07/2011,F000000009,CATTLE
A000002784,01/08/2011,F000000009,01/07/2011,F000000009,CATTLE
A000002785,01/08/2011,F000000009,01/07/2011,F000000009,CATTLE
A000002786,01/08/2011,F000000009,01/07/2011,F000000009,CATTLE
A000002787,01/08/2011,F000000010,01/07/2011,F000000010,CATTLE
A000002788,01/08/2011,F000000010,01/07/2011,F000000010,CATTLE
A000002789,01/08/2011,F000000010,01/07/2011,F000000010,CATTLE
A000002790,01/08/2011,F000000010,01/07/2011,F000000010,CATTLE
A000002791,01/08/2011,F000000010,01/07/2011,F000000010,CATTLE
A000002792,01/08/2011,F000000010,01/07/2011,F000000010,CATTLE
A000002793,01/08/2011,F000000010,01/07/2011,F000000010,CATTLE
A000002799,01/08/2011,F000000014,01/07/2011,F000000010,CATTLE
A000002800,01/08/2011,F000000014,01/07/2011,F000000010,CATTLE
A000002801,01/08/2011,F000000014,01/07/2011,F000000010,CATTLE
A000002802,01/08/2011,F000000014,01/07/2011,F000000010,CATTLE
A000002803,01/08/2011,F000000014,01/07/2011,F000000010,CATTLE
A000002794,01/08/2011,F000000011,01/07/2011,F000000011,CATTLE
A000002795,01/08/2011,F000000011,01/07/2011,F000000011,CATTLE
A000002811,01/08/2011,F000000020,01/07/2011,F000000011,CATTLE
A000002812,01/08/2011,F000000020,01/07/2011,F000000011,CATTLE
A000002813,01/08/2011,F000000020,01/07/2011,F000000011,CATTLE
A000002814,01/08/2011,F000000020,01/07/2011,F000000011,CATTLE
A000002798,01/08/2011,F000000013,01/07/2011,F000000013,CATTLE
A000002807,01/08/2011,F000000018,01/07/2011,F000000018,CATTLE
A000002808,01/08/2011,F000000018,01/07/2011,F000000018,CATTLE
A000002809,01/08/2011,F000000018,01/07/2011,F000000018,CATTLE
A000002810,01/08/2011,F000000019,01/07/2011,F000000019,CATTLE
A000002815,01/09/2011,F000000001,01/08/2011,F000000001,CATTLE
A000002816,01/09/2011,F000000001,01/08/2011,F000000001,CATTLE
A000002817,01/09/2011,F000000001,01/08/2011,F000000001,CATTLE
A000002818,01/09/2011,F000000001,01/08/2011,F000000001,CATTLE
A000002819,01/09/2011,F000000001,01/08/2011,F000000001,CATTLE
A000002820,01/09/2011,F000000001,01/08/2011,F000000001,CATTLE
A000002821,01/09/2011,F000000001,01/08/2011,F000000001,CATTLE
A000002822,01/09/2011,F000000001,01/08/2011,F000000001,CATTLE
A000002873,01/09/2011,F000000016,01/08/2011,F000000001,CATTLE
A000002874,01/09/2011,F000000016,01/08/2011,F000000001,CATTLE
A000002875,01/09/2011,F000000016,01/08/2011,F000000001,CATTLE
A000002876,01/09/2011,F000000016,01/08/2011,F000000001,CATTLE
A000002877,01/09/2011,F000000016,01/08/2011,F000000001,CATTLE
A000002878,01/09/2011,F000000016,01/08/2011,F000000002,CATTLE
A000002879,01/09/2011,F000000016,01/08/2011,F000000002,CATTLE
A000002880,01/09/2011,F000000016,01/08/2011,F000000002,CATTLE
A000002881,01/09/2011,F000000016,01/08/2011,F000000002,CATTLE
A000002830,01/09/2011,F000000004,01/08/2011,F000000004,CATTLE
A000002831,01/09/2011,F000000004,01/08/2011,F000000004,CATTLE
A000002823,01/09/2011,F000000003,01/08/2011,F000000004,CATTLE
A000002824,01/09/2011,F000000003,01/08/2011,F000000004,CATTLE
A000002825,01/09/2011,F000000003,01/08/2011,F000000004,CATTLE
A000002826,01/09/2011,F000000003,01/08/2011,F000000004,CATTLE
A000002827,01/09/2011,F000000003,01/08/2011,F000000004,CATTLE
A000002828,01/09/2011,F000000003,01/08/2011,F000000004,CATTLE
A000002829,01/09/2011,F000000003,01/08/2011,F000000004,CATTLE
A000002864,01/09/2011,F000000012,01/08/2011,F000000005,CATTLE
A000002832,01/09/2011,F000000005,01/08/2011,F000000006,CATTLE
A000002833,01/09/2011,F000000005,01/08/2011,F000000006,CATTLE
A000002834,01/09/2011,F000000005,01/08/2011,F000000006,CATTLE
A000002835,01/09/2011,F000000005,01/08/2011,F000000006,CATTLE
A000002836,01/09/2011,F000000005,01/08/2011,F000000006,CATTLE
A000002837,01/09/2011,F000000005,01/08/2011,F000000006,CATTLE
A000002838,01/09/2011,F000000005,01/08/2011,F000000006,CATTLE
A000002839,01/09/2011,F000000005,01/08/2011,F000000006,CATTLE
A000002840,01/09/2011,F000000005,01/08/2011,F000000006,CATTLE
A000002849,01/09/2011,F000000008,01/08/2011,F000000008,CATTLE
A000002850,01/09/2011,F000000008,01/08/2011,F000000008,CATTLE
A000002851,01/09/2011,F000000008,01/08/2011,F000000008,CATTLE
A000002841,01/09/2011,F000000007,01/08/2011,F000000008,CATTLE
A000002842,01/09/2011,F000000007,01/08/2011,F000000008,CATTLE
A000002843,01/09/2011,F000000007,01/08/2011,F000000008,CATTLE
A000002844,01/09/2011,F000000007,01/08/2011,F000000008,CATTLE
A000002845,01/09/2011,F000000007,01/08/2011,F000000008,CATTLE
A000002846,01/09/2011,F000000007,01/08/2011,F000000008,CATTLE
A000002847,01/09/2011,F000000007,01/08/2011,F000000008,CATTLE
A000002848,01/09/2011,F000000007,01/08/2011,F000000008,CATTLE
A000002882,01/09/2011,F000000017,01/08/2011,F000000008,CATTLE
A000002883,01/09/2011,F000000017,01/08/2011,F000000008,CATTLE
A000002884,01/09/2011,F000000017,01/08/2011,F000000008,CATTLE
A000002852,01/09/2011,F000000009,01/08/2011,F000000009,CATTLE
A000002853,01/09/2011,F000000009,01/08/2011,F000000009,CATTLE
A000002854,01/09/2011,F000000009,01/08/2011,F000000009,CATTLE
A000002855,01/09/2011,F000000009,01/08/2011,F000000009,CATTLE
A000002856,01/09/2011,F000000009,01/08/2011,F000000009,CATTLE
A000002857,01/09/2011,F000000009,01/08/2011,F000000009,CATTLE
A000002858,01/09/2011,F000000009,01/08/2011,F000000009,CATTLE
A000002859,01/09/2011,F000000009,01/08/2011,F000000009,CATTLE
A000002860,01/09/2011,F000000009,01/08/2011,F000000009,CATTLE
A000002861,01/09/2011,F000000010,01/08/2011,F000000010,CATTLE
A000002862,01/09/2011,F000000010,01/08/2011,F000000010,CATTLE
A000002863,01/09/2011,F000000010,01/08/2011,F000000010,CATTLE
A000002865,01/09/2011,F000000014,01/08/2011,F000000010,CATTLE
A000002896,01/09/2011,F000000020,01/08/2011,F000000011,CATTLE
A000002897,01/09/2011,F000000020,01/08/2011,F000000011,CATTLE
A000002866,01/09/2011,F000000015,01/08/2011,F000000015,CATTLE
A000002867,01/09/2011,F000000015,01/08/2011,F000000015,CATTLE
A000002868,01/09/2011,F000000015,01/08/2011,F000000015,CATTLE
A000002869,01/09/2011,F000000015,01/08/2011,F000000015,CATTLE
A000002870,01/09/2011,F000000015,01/08/2011,F000000015,CATTLE
A000002871,01/09/2011,F000000015,01/08/2011,F000000015,CATTLE
A000002872,01/09/2011,F000000015,01/08/2011,F000000015,CATTLE
A000002885,01/09/2011,F000000018,01/08/2011,F000000018,CATTLE
A000002886,01/09/2011,F000000018,01/08/2011,F000000018,CATTLE
A000002887,01/09/2011,F000000018,01/08/2011,F000000018,CATTLE
A000002888,01/09/2011,F000000018,01/08/2011,F000000018,CATTLE
A000002889,01/09/2011,F000000018,01/08/2011,F000000018,CATTLE
A000002890,01/09/2011,F000000018,01/08/2011,F000000018,CATTLE
A000002891,01/09/2011,F000000018,01/08/2011,F000000018,CATTLE
A000002892,01/09/2011,F000000018,01/08/2011,F000000018,CATTLE
A000002893,01/09/2011,F000000018,01/08/2011,F000000018,CATTLE
A000002894,01/09/2011,F000000019,01/08/2011,F000000019,CATTLE
A000002895,01/09/2011,F000000019,01/08/2011,F000000019,CATTLE
A000002898,01/10/2011,F000000001,01/09/2011,F000000001,CATTLE
A000002899,01/10/2011,F000000001,01/09/2011,F000000001,CATTLE
A000002900,01/10/2011,F000000001,01/09/2011,F000000001,CATTLE
A000002901,01/10/2011,F000000001,01/09/2011,F000000001,CATTLE
A000002902,01/10/2011,F000000001,01/09/2011,F000000001,CATTLE
A000002903,01/10/2011,F000000001,01/09/2011,F000000001,CATTLE
A000002904,01/10/2011,F000000001,01/09/2011,F000000001,CATTLE
A000002905,01/10/2011,F000000001,01/09/2011,F000000001,CATTLE
A000002906,01/10/2011,F000000001,01/09/2011,F000000001,CATTLE
A000002907,01/10/2011,F000000002,01/09/2011,F000000002,CATTLE
A000002908,01/10/2011,F000000002,01/09/2011,F000000002,CATTLE
A000002909,01/10/2011,F000000002,01/09/2011,F000000002,CATTLE
A000002910,01/10/2011,F000000002,01/09/2011,F000000002,CATTLE
A000002911,01/10/2011,F000000002,01/09/2011,F000000002,CATTLE
A000002973,01/10/2011,F000000016,01/09/2011,F000000002,CATTLE
A000002974,01/10/2011,F000000016,01/09/2011,F000000002,CATTLE
A000002975,01/10/2011,F000000016,01/09/2011,F000000002,CATTLE
A000002976,01/10/2011,F000000016,01/09/2011,F000000002,CATTLE
A000002977,01/10/2011,F000000016,01/09/2011,F000000002,CATTLE
A000002915,01/10/2011,F000000004,01/09/2011,F000000004,CATTLE
A000002916,01/10/2011,F000000004,01/09/2011,F000000004,CATTLE
A000002917,01/10/2011,F000000004,01/09/2011,F000000004,CATTLE
A000002918,01/10/2011,F000000004,01/09/2011,F000000004,CATTLE
A000002919,01/10/2011,F000000004,01/09/2011,F000000004,CATTLE
A000002920,01/10/2011,F000000004,01/09/2011,F000000004,CATTLE
A000002921,01/10/2011,F000000004,01/09/2011,F000000004,CATTLE
A000002922,01/10/2011,F000000004,01/09/2011,F000000004,CATTLE
A000002923,01/10/2011,F000000004,01/09/2011,F000000004,CATTLE
A000002912,01/10/2011,F000000003,01/09/2011,F000000004,CATTLE
A000002913,01/10/2011,F000000003,01/09/2011,F000000004,CATTLE
A000002914,01/10/2011,F000000003,01/09/2011,F000000004,CATTLE
A000002979,01/10/2011,F000000017,01/09/2011,F000000004,CATTLE
A000002980,01/10/2011,F000000017,01/09/2011,F000000004,CATTLE
A000002981,01/10/2011,F000000017,01/09/2011,F000000004,CATTLE
A000002982,01/10/2011,F000000017,01/09/2011,F000000004,CATTLE
A000002983,01/10/2011,F000000017,01/09/2011,F000000004,CATTLE
A000002984,01/10/2011,F000000017,01/09/2011,F000000004,CATTLE
A000002985,01/10/2011,F000000017,01/09/2011,F000000004,CATTLE
A000002986,01/10/2011,F000000017,01/09/2011,F000000004,CATTLE
A000002962,01/10/2011,F000000014,01/09/2011,F000000005,CATTLE
A000002963,01/10/2011,F000000014,01/09/2011,F000000005,CATTLE
A000002964,01/10/2011,F000000014,01/09/2011,F000000005,CATTLE
A000002965,01/10/2011,F000000014,01/09/2011,F000000005,CATTLE
A000002966,01/10/2011,F000000014,01/09/2011,F000000005,CATTLE
A000002967,01/10/2011,F000000014,01/09/2011,F000000005,CATTLE
A000002968,01/10/2011,F000000014,01/09/2011,F000000005,CATTLE
A000002969,01/10/2011,F000000014,01/09/2011,F000000005,CATTLE
A000002926,01/10/2011,F000000006,01/09/2011,F000000006,CATTLE
A000002927,01/10/2011,F000000006,01/09/2011,F000000006,CATTLE
A000002928,01/10/2011,F000000006,01/09/2011,F000000006,CATTLE
A000002929,01/10/2011,F000000006,01/09/2011,F000000006,CATTLE
A000002930,01/10/2011,F000000006,01/09/2011,F000000006,CATTLE
A000002931,01/10/2011,F000000006,01/09/2011,F000000006,CATTLE
A000002932,01/10/2011,F000000006,01/09/2011,F000000006,CATTLE
A000002933,01/10/2011,F000000006,01/09/2011,F000000006,CATTLE
A000002924,01/10/2011,F000000005,01/09/2011,F000000006,CATTLE
A000002925,01/10/2011,F000000005,01/09/2011,F000000006,CATTLE
A000003004,01/10/2011,F000000020,01/09/2011,F000000006,CATTLE
A000003005,01/10/2011,F000000020,01/09/2011,F000000006,CATTLE
A000003006,01/10/2011,F000000020,01/09/2011,F000000006,CATTLE
A000003007,01/10/2011,F000000020,01/09/2011,F000000006,CATTLE
A000003008,01/10/2011,F000000020,01/09/2011,F000000006,CATTLE
A000002935,01/10/2011,F000000008,01/09/2011,F000000008,CATTLE
A000002934,01/10/2011,F000000007,01/09/2011,F000000008,CATTLE
A000002978,01/10/2011,F000000017,01/09/2011,F000000008,CATTLE
A000002936,01/10/2011,F000000009,01/09/2011,F000000009,CATTLE
A000002937,01/10/2011,F000000009,01/09/2011,F000000009,CATTLE
A000002938,01/10/2011,F000000009,01/09/2011,F000000009,CATTLE
A000002939,01/10/2011,F000000009,01/09/2011,F000000009,CATTLE
A000002940,01/10/2011,F000000009,01/09/2011,F000000009,CATTLE
A000002941,01/10/2011,F000000009,01/09/2011,F000000009,CATTLE
A000002942,01/10/2011,F000000010,01/09/2011,F000000010,CATTLE
A000002943,01/10/2011,F000000010,01/09/2011,F000000010,CATTLE
A000002944,01/10/2011,F000000010,01/09/2011,F000000010,CATTLE
A000002961,01/10/2011,F000000014,01/09/2011,F000000010,CATTLE
A000002945,01/10/2011,F000000011,01/09/2011,F000000011,CATTLE
A000002946,01/10/2011,F000000011,01/09/2011,F000000011,CATTLE
A000002947,01/10/2011,F000000011,01/09/2011,F000000011,CATTLE
A000002948,01/10/2011,F000000011,01/09/2011,F000000011,CATTLE
A000002949,01/10/2011,F000000011,01/09/2011,F000000011,CATTLE
A000002950,01/10/2011,F000000011,01/09/2011,F000000011,CATTLE
A000002951,01/10/2011,F000000011,01/09/2011,F000000011,CATTLE
A000003002,01/10/2011,F000000020,01/09/2011,F000000011,CATTLE
A000003003,01/10/2011,F000000020,01/09/2011,F000000011,CATTLE
A000002952,01/10/2011,F000000013,01/09/2011,F000000013,CATTLE
A000002953,01/10/2011,F000000013,01/09/2011,F000000013,CATTLE
A000002954,01/10/2011,F000000013,01/09/2011,F000000013,CATTLE
A000002955,01/10/2011,F000000013,01/09/2011,F000000013,CATTLE
A000002956,01/10/2011,F000000013,01/09/2011,F000000013,CATTLE
A000002957,01/10/2011,F000000013,01/09/2011,F000000013,CATTLE
A000002958,01/10/2011,F000000013,01/09/2011,F000000013,CATTLE
A000002959,01/10/2011,F000000013,01/09/2011,F000000013,CATTLE
A000002960,01/10/2011,F000000013,01/09/2011,F000000013,CATTLE
A000002970,01/10/2011,F000000015,01/09/2011,F000000015,CATTLE
A000002971,01/10/2011,F000000015,01/09/2011,F000000015,CATTLE
A000002972,01/10/2011,F000000015,01/09/2011,F000000015,CATTLE
A000002987,01/10/2011,F000000018,01/09/2011,F000000018,CATTLE
A000002988,01/10/2011,F000000018,01/09/2011,F000000018,CATTLE
A000002989,01/10/2011,F000000018,01/09/2011,F000000018,CATTLE
A000002990,01/10/2011,F000000018,01/09/2011,F000000018,CATTLE
A000002991,01/10/2011,F000000018,01/09/2011,F000000018,CATTLE
A000002992,01/10/2011,F000000018,01/09/2011,F000000018,CATTLE
A000002993,01/10/2011,F000000018,01/09/2011,F000000018,CATTLE
A000002994,01/10/2011,F000000018,01/09/2011,F000000018,CATTLE
A000002995,01/10/2011,F000000019,01/09/2011,F000000019,CATTLE
A000002996,01/10/2011,F000000019,01/09/2011,F000000019,CATTLE
A000002997,01/10/2011,F000000019,01/09/2011,F000000019,CATTLE
A000002998,01/10/2011,F000000019,01/09/2011,F000000019,CATTLE
A000002999,01/10/2011,F000000019,01/09/2011,F000000019,CATTLE
A000003000,01/10/2011,F000000019,01/09/2011,F000000019,CATTLE
A000003001,01/10/2011,F000000019,01/09/2011,F000000019,CATTLE
A000003009,01/10/2011,F000000020,01/09/2011,F000000020,CATTLE
A000003010,01/05/2012,F000000002,01/04/2012,F000000002,CATTLE
A000003011,01/05/2012,F000000002,01/04/2012,F000000002,CATTLE
A000003012,01/05/2012,F000000002,01/04/2012,F000000002,CATTLE
A000003013,01/05/2012,F000000002,01/04/2012,F000000002,CATTLE
A000003014,01/05/2012,F000000002,01/04/2012,F000000002,CATTLE
A000003015,01/05/2012,F000000002,01/04/2012,F000000002,CATTLE
A000003016,01/05/2012,F000000002,01/04/2012,F000000002,CATTLE
