AnimalID,Species,FarmID,Date,Type
A000001909,CATTLE,F000000013,01/12/2000,ON
A000001909,CATTLE,F000000020,01/12/2000,OFF
A000001910,CATTLE,F000000013,01/12/2000,ON
A000001910,CATTLE,F000000020,01/12/2000,OFF
A000001911,CATTLE,F000000013,01/12/2000,ON
A000001911,CATTLE,F000000020,01/12/2000,OFF
A000001912,CATTLE,F000000013,01/12/2000,ON
A000001912,CATTLE,F000000020,01/12/2000,OFF
A000001913,CATTLE,F000000013,01/12/2000,ON
A000001913,CATTLE,F000000020,01/12/2000,OFF
A000001914,CATTLE,F000000013,01/12/2000,ON
A000001914,CATTLE,F000000020,01/12/2000,OFF
A000001915,CATTLE,F000000013,01/12/2000,ON
A000001915,CATTLE,F000000020,01/12/2000,OFF
A000001916,CATTLE,F000000013,01/12/2000,ON
A000001916,CATTLE,F000000020,01/12/2000,OFF
A000001917,CATTLE,F000000013,01/12/2000,ON
A000001917,CATTLE,F000000020,01/12/2000,OFF
A000001918,CATTLE,F000000013,01/12/2000,ON
A000001918,CATTLE,F000000020,01/12/2000,OFF
A000001919,CATTLE,F000000013,01/12/2000,ON
A000001919,CATTLE,F000000020,01/12/2000,OFF
A000001920,CATTLE,F000000013,01/12/2000,ON
A000001920,CATTLE,F000000020,01/12/2000,OFF
A000001921,CATTLE,F000000013,01/12/2000,ON
A000001921,CATTLE,F000000020,01/12/2000,OFF
A000001922,CATTLE,F000000013,01/12/2000,ON
A000001922,CATTLE,F000000020,01/12/2000,OFF
A000001923,CATTLE,F000000013,01/12/2000,ON
A000001923,CATTLE,F000000020,01/12/2000,OFF
A000001924,CATTLE,F000000013,01/12/2000,ON
A000001924,CATTLE,F000000020,01/12/2000,OFF
A000001925,CATTLE,F000000013,01/12/2000,ON
A000001925,CATTLE,F000000020,01/12/2000,OFF
A000001926,CATTLE,F000000013,01/12/2000,ON
A000001926,CATTLE,F000000020,01/12/2000,OFF
A000001927,CATTLE,F000000013,01/12/2000,ON
A000001927,CATTLE,F000000020,01/12/2000,OFF
A000001928,CATTLE,F000000013,01/12/2000,ON
A000001928,CATTLE,F000000020,01/12/2000,OFF
A000001929,CATTLE,F000000013,01/12/2000,ON
A000001929,CATTLE,F000000020,01/12/2000,OFF
A000001930,CATTLE,F000000013,01/12/2000,ON
A000001930,CATTLE,F000000020,01/12/2000,OFF
A000001931,CATTLE,F000000013,01/12/2000,ON
A000001931,CATTLE,F000000020,01/12/2000,OFF
A000001001,CATTLE,F000000009,01/01/2001,ON
A000001001,CATTLE,F000000011,01/01/2001,OFF
A000001002,CATTLE,F000000009,01/01/2001,ON
A000001002,CATTLE,F000000011,01/01/2001,OFF
A000001003,CATTLE,F000000009,01/01/2001,ON
A000001003,CATTLE,F000000011,01/01/2001,OFF
A000001004,CATTLE,F000000009,01/01/2001,ON
A000001004,CATTLE,F000000011,01/01/2001,OFF
A000001005,CATTLE,F000000009,01/01/2001,ON
A000001005,CATTLE,F000000011,01/01/2001,OFF
A000001006,CATTLE,F000000009,01/01/2001,ON
A000001006,CATTLE,F000000011,01/01/2001,OFF
A000001007,CATTLE,F000000009,01/01/2001,ON
A000001007,CATTLE,F000000011,01/01/2001,OFF
A000001008,CATTLE,F000000009,01/01/2001,ON
A000001008,CATTLE,F000000011,01/01/2001,OFF
A000001009,CATTLE,F000000009,01/01/2001,ON
A000001009,CATTLE,F000000011,01/01/2001,OFF
A000001010,CATTLE,F000000009,01/01/2001,ON
A000001010,CATTLE,F000000011,01/01/2001,OFF
A000001011,CATTLE,F000000009,01/01/2001,ON
A000001011,CATTLE,F000000011,01/01/2001,OFF
A000001012,CATTLE,F000000009,01/01/2001,ON
A000001012,CATTLE,F000000011,01/01/2001,OFF
A000002478,CATTLE,F000000001,01/05/2001,BIRTH
A000002479,CATTLE,F000000001,01/05/2001,BIRTH
A000002480,CATTLE,F000000001,01/05/2001,BIRTH
A000002481,CATTLE,F000000001,01/05/2001,BIRTH
A000002482,CATTLE,F000000003,01/05/2001,BIRTH
A000002483,CATTLE,F000000003,01/05/2001,BIRTH
A000002484,CATTLE,F000000003,01/05/2001,BIRTH
A000002485,CATTLE,F000000003,01/05/2001,BIRTH
A000002486,CATTLE,F000000003,01/05/2001,BIRTH
A000002487,CATTLE,F000000003,01/05/2001,BIRTH
A000002488,CATTLE,F000000003,01/05/2001,BIRTH
A000002489,CATTLE,F000000003,01/05/2001,BIRTH
A000002490,CATTLE,F000000003,01/05/2001,BIRTH
A000002491,CATTLE,F000000004,01/05/2001,BIRTH
A000002492,CATTLE,F000000004,01/05/2001,BIRTH
A000002493,CATTLE,F000000004,01/05/2001,BIRTH
A000002494,CATTLE,F000000004,01/05/2001,BIRTH
A000002495,CATTLE,F000000004,01/05/2001,BIRTH
A000002496,CATTLE,F000000004,01/05/2001,BIRTH
A000002497,CATTLE,F000000004,01/05/2001,BIRTH
A000002498,CATTLE,F000000004,01/05/2001,BIRTH
A000002499,CATTLE,F000000006,01/05/2001,BIRTH
A000002500,CATTLE,F000000006,01/05/2001,BIRTH
A000002501,CATTLE,F000000006,01/05/2001,BIRTH
A000002502,CATTLE,F000000006,01/05/2001,BIRTH
A000002503,CATTLE,F000000006,01/05/2001,BIRTH
A000002504,CATTLE,F000000006,01/05/2001,BIRTH
A000002505,CATTLE,F000000008,01/05/2001,BIRTH
A000002506,CATTLE,F000000008,01/05/2001,BIRTH
A000002507,CATTLE,F000000008,01/05/2001,BIRTH
A000002508,CATTLE,F000000008,01/05/2001,BIRTH
A000002509,CATTLE,F000000009,01/05/2001,BIRTH
A000002510,CATTLE,F000000009,01/05/2001,BIRTH
A000002511,CATTLE,F000000009,01/05/2001,BIRTH
A000002512,CATTLE,F000000009,01/05/2001,BIRTH
A000002513,CATTLE,F000000010,01/05/2001,BIRTH
A000002514,CATTLE,F000000010,01/05/2001,BIRTH
A000002515,CATTLE,F000000010,01/05/2001,BIRTH
A000002516,CATTLE,F000000010,01/05/2001,BIRTH
A000002517,CATTLE,F000000010,01/05/2001,BIRTH
A000002518,CATTLE,F000000010,01/05/2001,BIRTH
A000002519,CATTLE,F000000011,01/05/2001,BIRTH
A000002520,CATTLE,F000000011,01/05/2001,BIRTH
A000002521,CATTLE,F000000011,01/05/2001,BIRTH
A000002522,CATTLE,F000000011,01/05/2001,BIRTH
A000002523,CATTLE,F000000011,01/05/2001,BIRTH
A000002524,CATTLE,F000000011,01/05/2001,BIRTH
A000002525,CATTLE,F000000011,01/05/2001,BIRTH
A000002526,CATTLE,F000000012,01/05/2001,BIRTH
A000002527,CATTLE,F000000012,01/05/2001,BIRTH
A000002528,CATTLE,F000000012,01/05/2001,BIRTH
A000002529,CATTLE,F000000012,01/05/2001,BIRTH
A000002530,CATTLE,F000000012,01/05/2001,BIRTH
A000002531,CATTLE,F000000013,01/05/2001,BIRTH
A000002532,CATTLE,F000000013,01/05/2001,BIRTH
A000002533,CATTLE,F000000013,01/05/2001,BIRTH
A000002534,CATTLE,F000000013,01/05/2001,BIRTH
A000002535,CATTLE,F000000013,01/05/2001,BIRTH
A000002536,CATTLE,F000000013,01/05/2001,BIRTH
A000002537,CATTLE,F000000013,01/05/2001,BIRTH
A000002538,CATTLE,F000000013,01/05/2001,BIRTH
A000002539,CATTLE,F000000014,01/05/2001,BIRTH
A000002540,CATTLE,F000000014,01/05/2001,BIRTH
A000002541,CATTLE,F000000014,01/05/2001,BIRTH
A000002542,CATTLE,F000000014,01/05/2001,BIRTH
A000002543,CATTLE,F000000014,01/05/2001,BIRTH
A000002544,CATTLE,F000000014,01/05/2001,BIRTH
A000002545,CATTLE,F000000014,01/05/2001,BIRTH
A000002546,CATTLE,F000000014,01/05/2001,BIRTH
A000002547,CATTLE,F000000015,01/05/2001,BIRTH
A000002548,CATTLE,F000000015,01/05/2001,BIRTH
A000002549,CATTLE,F000000015,01/05/2001,BIRTH
A000002550,CATTLE,F000000015,01/05/2001,BIRTH
A000002551,CATTLE,F000000015,01/05/2001,BIRTH
A000002552,CATTLE,F000000015,01/05/2001,BIRTH
A000002553,CATTLE,F000000017,01/05/2001,BIRTH
A000002554,CATTLE,F000000017,01/05/2001,BIRTH
A000002555,CATTLE,F000000017,01/05/2001,BIRTH
A000002556,CATTLE,F000000017,01/05/2001,BIRTH
A000002557,CATTLE,F000000017,01/05/2001,BIRTH
A000002558,CATTLE,F000000018,01/05/2001,BIRTH
A000002559,CATTLE,F000000018,01/05/2001,BIRTH
A000002560,CATTLE,F000000018,01/05/2001,BIRTH
A000002561,CATTLE,F000000018,01/05/2001,BIRTH
A000002562,CATTLE,F000000020,01/05/2001,BIRTH
A000002563,CATTLE,F000000020,01/05/2001,BIRTH
A000002564,CATTLE,F000000020,01/05/2001,BIRTH
A000002565,CATTLE,F000000020,01/05/2001,BIRTH
A000002566,CATTLE,F000000020,01/05/2001,BIRTH
A000002567,CATTLE,F000000020,01/05/2001,BIRTH
A000002568,CATTLE,F000000020,01/05/2001,BIRTH
A000002569,CATTLE,F000000020,01/05/2001,BIRTH
A000002570,CATTLE,F000000020,01/05/2001,BIRTH
A000002571,CATTLE,F000000001,01/06/2001,BIRTH
A000002572,CATTLE,F000000001,01/06/2001,BIRTH
A000002573,CATTLE,F000000001,01/06/2001,BIRTH
A000002574,CATTLE,F000000001,01/06/2001,BIRTH
A000002575,CATTLE,F000000001,01/06/2001,BIRTH
A000002576,CATTLE,F000000001,01/06/2001,BIRTH
A000002577,CATTLE,F000000002,01/06/2001,BIRTH
A000002578,CATTLE,F000000002,01/06/2001,BIRTH
A000002579,CATTLE,F000000002,01/06/2001,BIRTH
A000002580,CATTLE,F000000003,01/06/2001,BIRTH
A000002581,CATTLE,F000000003,01/06/2001,BIRTH
A000002582,CATTLE,F000000003,01/06/2001,BIRTH
A000002583,CATTLE,F000000003,01/06/2001,BIRTH
A000002584,CATTLE,F000000003,01/06/2001,BIRTH
A000002585,CATTLE,F000000003,01/06/2001,BIRTH
A000002586,CATTLE,F000000003,01/06/2001,BIRTH
A000002587,CATTLE,F000000004,01/06/2001,BIRTH
A000002588,CATTLE,F000000004,01/06/2001,BIRTH
A000002589,CATTLE,F000000004,01/06/2001,BIRTH
A000002590,CATTLE,F000000004,01/06/2001,BIRTH
A000002591,CATTLE,F000000004,01/06/2001,BIRTH
A000002592,CATTLE,F000000005,01/06/2001,BIRTH
A000002593,CATTLE,F000000006,01/06/2001,BIRTH
A000002594,CATTLE,F000000006,01/06/2001,BIRTH
A000002595,CATTLE,F000000007,01/06/2001,BIRTH
A000002596,CATTLE,F000000007,01/06/2001,BIRTH
A000002597,CATTLE,F000000007,01/06/2001,BIRTH
A000002598,CATTLE,F000000007,01/06/2001,BIRTH
A000002599,CATTLE,F000000007,01/06/2001,BIRTH
A000002600,CATTLE,F000000007,01/06/2001,BIRTH
A000002601,CATTLE,F000000007,01/06/2001,BIRTH
A000002602,CATTLE,F000000008,01/06/2001,BIRTH
A000002603,CATTLE,F000000008,01/06/2001,BIRTH
A000002604,CATTLE,F000000008,01/06/2001,BIRTH
A000002605,CATTLE,F000000008,01/06/2001,BIRTH
A000002606,CATTLE,F000000009,01/06/2001,BIRTH
A000002607,CATTLE,F000000009,01/06/2001,BIRTH
A000002608,CATTLE,F000000009,01/06/2001,BIRTH
A000002609,CATTLE,F000000009,01/06/2001,BIRTH
A000002610,CATTLE,F000000009,01/06/2001,BIRTH
A000002611,CATTLE,F000000009,01/06/2001,BIRTH
A000002612,CATTLE,F000000009,01/06/2001,BIRTH
A000002613,CATTLE,F000000009,01/06/2001,BIRTH
A000002614,CATTLE,F000000010,01/06/2001,BIRTH
A000002615,CATTLE,F000000010,01/06/2001,BIRTH
A000002616,CATTLE,F000000010,01/06/2001,BIRTH
A000002617,CATTLE,F000000011,01/06/2001,BIRTH
A000002618,CATTLE,F000000011,01/06/2001,BIRTH
A000002619,CATTLE,F000000011,01/06/2001,BIRTH
A000002620,CATTLE,F000000011,01/06/2001,BIRTH
A000002621,CATTLE,F000000011,01/06/2001,BIRTH
A000002622,CATTLE,F000000011,01/06/2001,BIRTH
A000002623,CATTLE,F000000011,01/06/2001,BIRTH
A000002624,CATTLE,F000000011,01/06/2001,BIRTH
A000002625,CATTLE,F000000011,01/06/2001,BIRTH
A000002626,CATTLE,F000000012,01/06/2001,BIRTH
A000002627,CATTLE,F000000012,01/06/2001,BIRTH
A000002628,CATTLE,F000000012,01/06/2001,BIRTH
A000002629,CATTLE,F000000012,01/06/2001,BIRTH
A000002630,CATTLE,F000000012,01/06/2001,BIRTH
A000002631,CATTLE,F000000012,01/06/2001,BIRTH
A000002632,CATTLE,F000000012,01/06/2001,BIRTH
A000002633,CATTLE,F000000012,01/06/2001,BIRTH
A000002634,CATTLE,F000000013,01/06/2001,BIRTH
A000002635,CATTLE,F000000013,01/06/2001,BIRTH
A000002636,CATTLE,F000000013,01/06/2001,BIRTH
A000002637,CATTLE,F000000013,01/06/2001,BIRTH
A000002638,CATTLE,F000000013,01/06/2001,BIRTH
A000002639,CATTLE,F000000013,01/06/2001,BIRTH
A000002640,CATTLE,F000000013,01/06/2001,BIRTH
A000002641,CATTLE,F000000013,01/06/2001,BIRTH
A000002642,CATTLE,F000000013,01/06/2001,BIRTH
A000002643,CATTLE,F000000014,01/06/2001,BIRTH
A000002644,CATTLE,F000000014,01/06/2001,BIRTH
A000002645,CATTLE,F000000015,01/06/2001,BIRTH
A000002646,CATTLE,F000000015,01/06/2001,BIRTH
A000002647,CATTLE,F000000015,01/06/2001,BIRTH
A000002648,CATTLE,F000000016,01/06/2001,BIRTH
A000002649,CATTLE,F000000016,01/06/2001,BIRTH
A000002650,CATTLE,F000000017,01/06/2001,BIRTH
A000002651,CATTLE,F000000017,01/06/2001,BIRTH
A000002652,CATTLE,F000000017,01/06/2001,BIRTH
A000002653,CATTLE,F000000017,01/06/2001,BIRTH
A000002654,CATTLE,F000000017,01/06/2001,BIRTH
A000002655,CATTLE,F000000017,01/06/2001,BIRTH
A000002656,CATTLE,F000000017,01/06/2001,BIRTH
A000002657,CATTLE,F000000017,01/06/2001,BIRTH
A000002658,CATTLE,F000000017,01/06/2001,BIRTH
A000002659,CATTLE,F000000018,01/06/2001,BIRTH
A000002660,CATTLE,F000000018,01/06/2001,BIRTH
A000002661,CATTLE,F000000018,01/06/2001,BIRTH
A000002662,CATTLE,F000000018,01/06/2001,BIRTH
A000002663,CATTLE,F000000018,01/06/2001,BIRTH
A000002664,CATTLE,F000000019,01/06/2001,BIRTH
A000002665,CATTLE,F000000019,01/06/2001,BIRTH
A000002666,CATTLE,F000000020,01/06/2001,BIRTH
A000002667,CATTLE,F000000020,01/06/2001,BIRTH
A000002668,CATTLE,F000000020,01/06/2001,BIRTH
A000002669,CATTLE,F000000020,01/06/2001,BIRTH
A000002670,CATTLE,F000000020,01/06/2001,BIRTH
A000002671,CATTLE,F000000020,01/06/2001,BIRTH
A000002672,CATTLE,F000000020,01/06/2001,BIRTH
A000002673,CATTLE,F000000020,01/06/2001,BIRTH
A000002674,CATTLE,F000000020,01/06/2001,BIRTH
A000000001,CATTLE,F000000002,01/06/2001,ON
A000000001,CATTLE,F000000001,01/06/2001,OFF
A000000002,CATTLE,F000000002,01/06/2001,ON
A000000002,CATTLE,F000000001,01/06/2001,OFF
A000000003,CATTLE,F000000002,01/06/2001,ON
A000000003,CATTLE,F000000001,01/06/2001,OFF
A000000004,CATTLE,F000000002,01/06/2001,ON
A000000004,CATTLE,F000000001,01/06/2001,OFF
A000000005,CATTLE,F000000002,01/06/2001,ON
A000000005,CATTLE,F000000001,01/06/2001,OFF
A000000006,CATTLE,F000000002,01/06/2001,ON
A000000006,CATTLE,F000000001,01/06/2001,OFF
A000000007,CATTLE,F000000002,01/06/2001,ON
A000000007,CATTLE,F000000001,01/06/2001,OFF
A000000008,CATTLE,F000000002,01/06/2001,ON
A000000008,CATTLE,F000000001,01/06/2001,OFF
A000000009,CATTLE,F000000002,01/06/2001,ON
A000000009,CATTLE,F000000001,01/06/2001,OFF
A000000010,CATTLE,F000000002,01/06/2001,ON
A000000010,CATTLE,F000000001,01/06/2001,OFF
A000000011,CATTLE,F000000002,01/06/2001,ON
A000000011,CATTLE,F000000001,01/06/2001,OFF
A000002675,CATTLE,F000000001,01/07/2001,BIRTH
A000002676,CATTLE,F000000004,01/07/2001,BIRTH
A000002677,CATTLE,F000000004,01/07/2001,BIRTH
A000002678,CATTLE,F000000004,01/07/2001,BIRTH
A000002679,CATTLE,F000000004,01/07/2001,BIRTH
A000002680,CATTLE,F000000004,01/07/2001,BIRTH
A000002681,CATTLE,F000000004,01/07/2001,BIRTH
A000002682,CATTLE,F000000004,01/07/2001,BIRTH
A000002683,CATTLE,F000000004,01/07/2001,BIRTH
A000002684,CATTLE,F000000008,01/07/2001,BIRTH
A000002685,CATTLE,F000000008,01/07/2001,BIRTH
A000002686,CATTLE,F000000008,01/07/2001,BIRTH
A000002687,CATTLE,F000000008,01/07/2001,BIRTH
A000002688,CATTLE,F000000008,01/07/2001,BIRTH
A000002689,CATTLE,F000000008,01/07/2001,BIRTH
A000002690,CATTLE,F000000008,01/07/2001,BIRTH
A000002691,CATTLE,F000000008,01/07/2001,BIRTH
A000002692,CATTLE,F000000008,01/07/2001,BIRTH
A000002693,CATTLE,F000000010,01/07/2001,BIRTH
A000002694,CATTLE,F000000011,01/07/2001,BIRTH
A000002695,CATTLE,F000000011,01/07/2001,BIRTH
A000002696,CATTLE,F000000011,01/07/2001,BIRTH
A000002697,CATTLE,F000000011,01/07/2001,BIRTH
A000002698,CATTLE,F000000011,01/07/2001,BIRTH
A000002699,CATTLE,F000000011,01/07/2001,BIRTH
A000002700,CATTLE,F000000011,01/07/2001,BIRTH
A000002701,CATTLE,F000000011,01/07/2001,BIRTH
A000002702,CATTLE,F000000011,01/07/2001,BIRTH
A000002703,CATTLE,F000000012,01/07/2001,BIRTH
A000002704,CATTLE,F000000012,01/07/2001,BIRTH
A000002705,CATTLE,F000000012,01/07/2001,BIRTH
A000002706,CATTLE,F000000012,01/07/2001,BIRTH
A000002707,CATTLE,F000000012,01/07/2001,BIRTH
A000002708,CATTLE,F000000012,01/07/2001,BIRTH
A000002709,CATTLE,F000000012,01/07/2001,BIRTH
A000002710,CATTLE,F000000012,01/07/2001,BIRTH
A000002711,CATTLE,F000000013,01/07/2001,BIRTH
A000002712,CATTLE,F000000013,01/07/2001,BIRTH
A000002713,CATTLE,F000000013,01/07/2001,BIRTH
A000002714,CATTLE,F000000013,01/07/2001,BIRTH
A000002715,CATTLE,F000000013,01/07/2001,BIRTH
A000002716,CATTLE,F000000013,01/07/2001,BIRTH
A000002717,CATTLE,F000000014,01/07/2001,BIRTH
A000002718,CATTLE,F000000015,01/07/2001,BIRTH
A000002719,CATTLE,F000000016,01/07/2001,BIRTH
A000002720,CATTLE,F000000016,01/07/2001,BIRTH
A000002721,CATTLE,F000000017,01/07/2001,BIRTH
A000002722,CATTLE,F000000017,01/07/2001,BIRTH
A000002723,CATTLE,F000000017,01/07/2001,BIRTH
A000002724,CATTLE,F000000017,01/07/2001,BIRTH
A000002725,CATTLE,F000000019,01/07/2001,BIRTH
A000002726,CATTLE,F000000019,01/07/2001,BIRTH
A000002727,CATTLE,F000000019,01/07/2001,BIRTH
A000002728,CATTLE,F000000019,01/07/2001,BIRTH
A000002729,CATTLE,F000000019,01/07/2001,BIRTH
A000002730,CATTLE,F000000019,01/07/2001,BIRTH
A000002731,CATTLE,F000000019,01/07/2001,BIRTH
A000002732,CATTLE,F000000020,01/07/2001,BIRTH
A000002733,CATTLE,F000000020,01/07/2001,BIRTH
A000002734,CATTLE,F000000020,01/07/2001,BIRTH
A000002735,CATTLE,F000000020,01/07/2001,BIRTH
A000002736,CATTLE,F000000020,01/07/2001,BIRTH
A000002737,CATTLE,F000000020,01/07/2001,BIRTH
A000002738,CATTLE,F000000020,01/07/2001,BIRTH
A000002739,CATTLE,F000000020,01/07/2001,BIRTH
A000001601,CATTLE,F000000018,01/07/2001,ON
A000001601,CATTLE,F000000017,01/07/2001,OFF
A000001602,CATTLE,F000000018,01/07/2001,ON
A000001602,CATTLE,F000000017,01/07/2001,OFF
A000001603,CATTLE,F000000018,01/07/2001,ON
A000001603,CATTLE,F000000017,01/07/2001,OFF
A000001604,CATTLE,F000000018,01/07/2001,ON
A000001604,CATTLE,F000000017,01/07/2001,OFF
A000001605,CATTLE,F000000018,01/07/2001,ON
A000001605,CATTLE,F000000017,01/07/2001,OFF
A000001606,CATTLE,F000000018,01/07/2001,ON
A000001606,CATTLE,F000000017,01/07/2001,OFF
A000001607,CATTLE,F000000018,01/07/2001,ON
A000001607,CATTLE,F000000017,01/07/2001,OFF
A000001608,CATTLE,F000000018,01/07/2001,ON
A000001608,CATTLE,F000000017,01/07/2001,OFF
A000001609,CATTLE,F000000018,01/07/2001,ON
A000001609,CATTLE,F000000017,01/07/2001,OFF
A000001610,CATTLE,F000000018,01/07/2001,ON
A000001610,CATTLE,F000000017,01/07/2001,OFF
A000001611,CATTLE,F000000018,01/07/2001,ON
A000001611,CATTLE,F000000017,01/07/2001,OFF
A000001612,CATTLE,F000000018,01/07/2001,ON
A000001612,CATTLE,F000000017,01/07/2001,OFF
A000001613,CATTLE,F000000018,01/07/2001,ON
A000001613,CATTLE,F000000017,01/07/2001,OFF
A000002740,CATTLE,F000000001,01/08/2001,BIRTH
A000002741,CATTLE,F000000001,01/08/2001,BIRTH
A000002742,CATTLE,F000000002,01/08/2001,BIRTH
A000002743,CATTLE,F000000003,01/08/2001,BIRTH
A000002744,CATTLE,F000000003,01/08/2001,BIRTH
A000002745,CATTLE,F000000003,01/08/2001,BIRTH
A000002746,CATTLE,F000000004,01/08/2001,BIRTH
A000002747,CATTLE,F000000004,01/08/2001,BIRTH
A000002748,CATTLE,F000000004,01/08/2001,BIRTH
A000002749,CATTLE,F000000004,01/08/2001,BIRTH
A000002750,CATTLE,F000000004,01/08/2001,BIRTH
A000002751,CATTLE,F000000004,01/08/2001,BIRTH
A000002752,CATTLE,F000000004,01/08/2001,BIRTH
A000002753,CATTLE,F000000004,01/08/2001,BIRTH
A000002754,CATTLE,F000000004,01/08/2001,BIRTH
A000002755,CATTLE,F000000005,01/08/2001,BIRTH
A000002756,CATTLE,F000000005,01/08/2001,BIRTH
A000002757,CATTLE,F000000005,01/08/2001,BIRTH
A000002758,CATTLE,F000000005,01/08/2001,BIRTH
A000002759,CATTLE,F000000006,01/08/2001,BIRTH
A000002760,CATTLE,F000000006,01/08/2001,BIRTH
A000002761,CATTLE,F000000006,01/08/2001,BIRTH
A000002762,CATTLE,F000000006,01/08/2001,BIRTH
A000002763,CATTLE,F000000006,01/08/2001,BIRTH
A000002764,CATTLE,F000000006,01/08/2001,BIRTH
A000002765,CATTLE,F000000006,01/08/2001,BIRTH
A000002766,CATTLE,F000000006,01/08/2001,BIRTH
A000002767,CATTLE,F000000007,01/08/2001,BIRTH
A000002768,CATTLE,F000000007,01/08/2001,BIRTH
A000002769,CATTLE,F000000007,01/08/2001,BIRTH
A000002770,CATTLE,F000000007,01/08/2001,BIRTH
A000002771,CATTLE,F000000007,01/08/2001,BIRTH
A000002772,CATTLE,F000000007,01/08/2001,BIRTH
A000002773,CATTLE,F000000007,01/08/2001,BIRTH
A000002774,CATTLE,F000000008,01/08/2001,BIRTH
A000002775,CATTLE,F000000008,01/08/2001,BIRTH
A000002776,CATTLE,F000000008,01/08/2001,BIRTH
A000002777,CATTLE,F000000008,01/08/2001,BIRTH
A000002778,CATTLE,F000000008,01/08/2001,BIRTH
A000002779,CATTLE,F000000008,01/08/2001,BIRTH
A000002780,CATTLE,F000000008,01/08/2001,BIRTH
A000002781,CATTLE,F000000008,01/08/2001,BIRTH
A000002782,CATTLE,F000000009,01/08/2001,BIRTH
A000002783,CATTLE,F000000009,01/08/2001,BIRTH
A000002784,CATTLE,F000000009,01/08/2001,BIRTH
A000002785,CATTLE,F000000009,01/08/2001,BIRTH
A000002786,CATTLE,F000000009,01/08/2001,BIRTH
A000002787,CATTLE,F000000010,01/08/2001,BIRTH
A000002788,CATTLE,F000000010,01/08/2001,BIRTH
A000002789,CATTLE,F000000010,01/08/2001,BIRTH
A000002790,CATTLE,F000000010,01/08/2001,BIRTH
A000002791,CATTLE,F000000010,01/08/2001,BIRTH
A000002792,CATTLE,F000000010,01/08/2001,BIRTH
A000002793,CATTLE,F000000010,01/08/2001,BIRTH
A000002794,CATTLE,F000000011,01/08/2001,BIRTH
A000002795,CATTLE,F000000011,01/08/2001,BIRTH
A000002796,CATTLE,F000000012,01/08/2001,BIRTH
A000002797,CATTLE,F000000012,01/08/2001,BIRTH
A000002798,CATTLE,F000000013,01/08/2001,BIRTH
A000002799,CATTLE,F000000014,01/08/2001,BIRTH
A000002800,CATTLE,F000000014,01/08/2001,BIRTH
A000002801,CATTLE,F000000014,01/08/2001,BIRTH
A000002802,CATTLE,F000000014,01/08/2001,BIRTH
A000002803,CATTLE,F000000014,01/08/2001,BIRTH
A000002804,CATTLE,F000000016,01/08/2001,BIRTH
A000002805,CATTLE,F000000016,01/08/2001,BIRTH
A000002806,CATTLE,F000000016,01/08/2001,BIRTH
A000002807,CATTLE,F000000018,01/08/2001,BIRTH
A000002808,CATTLE,F000000018,01/08/2001,BIRTH
A000002809,CATTLE,F000000018,01/08/2001,BIRTH
A000002810,CATTLE,F000000019,01/08/2001,BIRTH
A000002811,CATTLE,F000000020,01/08/2001,BIRTH
A000002812,CATTLE,F000000020,01/08/2001,BIRTH
A000002813,CATTLE,F000000020,01/08/2001,BIRTH
A000002814,CATTLE,F000000020,01/08/2001,BIRTH
A000002815,CATTLE,F000000001,01/09/2001,BIRTH
A000002816,CATTLE,F000000001,01/09/2001,BIRTH
A000002817,CATTLE,F000000001,01/09/2001,BIRTH
A000002818,CATTLE,F000000001,01/09/2001,BIRTH
A000002819,CATTLE,F000000001,01/09/2001,BIRTH
A000002820,CATTLE,F000000001,01/09/2001,BIRTH
A000002821,CATTLE,F000000001,01/09/2001,BIRTH
A000002822,CATTLE,F000000001,01/09/2001,BIRTH
A000002823,CATTLE,F000000003,01/09/2001,BIRTH
A000002824,CATTLE,F000000003,01/09/2001,BIRTH
A000002825,CATTLE,F000000003,01/09/2001,BIRTH
A000002826,CATTLE,F000000003,01/09/2001,BIRTH
A000002827,CATTLE,F000000003,01/09/2001,BIRTH
A000002828,CATTLE,F000000003,01/09/2001,BIRTH
A000002829,CATTLE,F000000003,01/09/2001,BIRTH
A000002830,CATTLE,F000000004,01/09/2001,BIRTH
A000002831,CATTLE,F000000004,01/09/2001,BIRTH
A000002832,CATTLE,F000000005,01/09/2001,BIRTH
A000002833,CATTLE,F000000005,01/09/2001,BIRTH
A000002834,CATTLE,F000000005,01/09/2001,BIRTH
A000002835,CATTLE,F000000005,01/09/2001,BIRTH
A000002836,CATTLE,F000000005,01/09/2001,BIRTH
A000002837,CATTLE,F000000005,01/09/2001,BIRTH
A000002838,CATTLE,F000000005,01/09/2001,BIRTH
A000002839,CATTLE,F000000005,01/09/2001,BIRTH
A000002840,CATTLE,F000000005,01/09/2001,BIRTH
A000002841,CATTLE,F000000007,01/09/2001,BIRTH
A000002842,CATTLE,F000000007,01/09/2001,BIRTH
A000002843,CATTLE,F000000007,01/09/2001,BIRTH
A000002844,CATTLE,F000000007,01/09/2001,BIRTH
A000002845,CATTLE,F000000007,01/09/2001,BIRTH
A000002846,CATTLE,F000000007,01/09/2001,BIRTH
A000002847,CATTLE,F000000007,01/09/2001,BIRTH
A000002848,CATTLE,F000000007,01/09/2001,BIRTH
A000002849,CATTLE,F000000008,01/09/2001,BIRTH
A000002850,CATTLE,F000000008,01/09/2001,BIRTH
A000002851,CATTLE,F000000008,01/09/2001,BIRTH
