FarmID,Easting,Northing,NumberOfAnimals,Date
F000000015,1243535,0028613,156,01/08/2002
F000000016,2505107,4263288,173,01/08/2002
F000000017,9365110,5843056,164,01/08/2002
F000000018,5026832,0856055,178,01/08/2002
F000000019,1441952,4293096,143,01/08/2002
F000000020,6389069,5888759,144,01/08/2002
F000000001,8504923,4298381,184,01/09/2002
F000000002,9947451,0628487,189,01/09/2002
F000000003,6762147,2047726,174,01/09/2002
F000000004,2920263,2285626,240,01/09/2002
F000000005,1945489,8398813,153,01/09/2002
F000000006,1895172,0258054,177,01/09/2002
F000000007,3053531,6199263,173,01/09/2002
F000000008,2911218,5549348,198,01/09/2002
F000000009,8560659,0358773,163,01/09/2002
F000000010,7140505,2988334,152,01/09/2002
F000000011,5894763,6324997,165,01/09/2002
F000000012,8845659,5818326,152,01/09/2002
F000000013,3602706,8294563,222,01/09/2002
F000000014,7468409,8545046,155,01/09/2002
F000000015,1243535,0028613,161,01/09/2002
F000000016,2505107,4263288,179,01/09/2002
F000000017,9365110,5843056,165,01/09/2002
F000000018,5026832,0856055,186,01/09/2002
F000000019,1441952,4293096,149,01/09/2002
F000000020,6389069,5888759,151,01/09/2002
F000000001,8504923,4298381,188,01/10/2002
F000000002,9947451,0628487,198,01/10/2002
F000000003,6762147,2047726,175,01/10/2002
F000000004,2920263,2285626,246,01/10/2002
F000000005,1945489,8398813,155,01/10/2002
F000000006,1895172,0258054,181,01/10/2002
F000000007,3053531,6199263,176,01/10/2002
F000000008,2911218,5549348,207,01/10/2002
F000000009,8560659,0358773,165,01/10/2002
F000000010,7140505,2988334,154,01/10/2002
F000000011,5894763,6324997,166,01/10/2002
F000000012,8845659,5818326,156,01/10/2002
F000000013,3602706,8294563,223,01/10/2002
F000000014,7468409,8545046,155,01/10/2002
F000000015,1243535,0028613,169,01/10/2002
F000000016,2505107,4263288,182,01/10/2002
F000000017,9365110,5843056,171,01/10/2002
F000000018,5026832,0856055,191,01/10/2002
F000000019,1441952,4293096,150,01/10/2002
F000000020,6389069,5888759,154,01/10/2002
F000000001,8504923,4298381,188,01/11/2002
F000000002,9947451,0628487,198,01/11/2002
F000000003,6762147,2047726,175,01/11/2002
F000000004,2920263,2285626,246,01/11/2002
F000000005,1945489,8398813,155,01/11/2002
F000000006,1895172,0258054,181,01/11/2002
F000000007,3053531,6199263,176,01/11/2002
F000000008,2911218,5549348,207,01/11/2002
F000000009,8560659,0358773,165,01/11/2002
F000000010,7140505,2988334,154,01/11/2002
F000000011,5894763,6324997,166,01/11/2002
F000000012,8845659,5818326,156,01/11/2002
F000000013,3602706,8294563,223,01/11/2002
F000000014,7468409,8545046,155,01/11/2002
F000000015,1243535,0028613,169,01/11/2002
F000000016,2505107,4263288,182,01/11/2002
F000000017,9365110,5843056,171,01/11/2002
F000000018,5026832,0856055,191,01/11/2002
F000000019,1441952,4293096,150,01/11/2002
F000000020,6389069,5888759,154,01/11/2002
F000000001,8504923,4298381,188,01/12/2002
F000000002,9947451,0628487,198,01/12/2002
F000000003,6762147,2047726,175,01/12/2002
F000000004,2920263,2285626,235,01/12/2002
F000000005,1945489,8398813,166,01/12/2002
F000000006,1895172,0258054,181,01/12/2002
F000000007,3053531,6199263,176,01/12/2002
F000000008,2911218,5549348,207,01/12/2002
F000000009,8560659,0358773,165,01/12/2002
F000000010,7140505,2988334,154,01/12/2002
F000000011,5894763,6324997,166,01/12/2002
F000000012,8845659,5818326,156,01/12/2002
F000000013,3602706,8294563,223,01/12/2002
F000000014,7468409,8545046,155,01/12/2002
F000000015,1243535,0028613,169,01/12/2002
F000000016,2505107,4263288,182,01/12/2002
F000000017,9365110,5843056,171,01/12/2002
F000000018,5026832,0856055,191,01/12/2002
F000000019,1441952,4293096,150,01/12/2002
F000000020,6389069,5888759,154,01/12/2002
F000000001,8504923,4298381,188,01/01/2003
F000000002,9947451,0628487,198,01/01/2003
F000000003,6762147,2047726,175,01/01/2003
F000000004,2920263,2285626,235,01/01/2003
F000000005,1945489,8398813,166,01/01/2003
F000000006,1895172,0258054,181,01/01/2003
F000000007,3053531,6199263,176,01/01/2003
F000000008,2911218,5549348,207,01/01/2003
F000000009,8560659,0358773,165,01/01/2003
F000000010,7140505,2988334,154,01/01/2003
F000000011,5894763,6324997,166,01/01/2003
F000000012,8845659,5818326,156,01/01/2003
F000000013,3602706,8294563,223,01/01/2003
F000000014,7468409,8545046,155,01/01/2003
F000000015,1243535,0028613,169,01/01/2003
F000000016,2505107,4263288,182,01/01/2003
F000000017,9365110,5843056,171,01/01/2003
F000000018,5026832,0856055,191,01/01/2003
F000000019,1441952,4293096,150,01/01/2003
F000000020,6389069,5888759,154,01/01/2003
F000000001,8504923,4298381,188,01/02/2003
F000000002,9947451,0628487,198,01/02/2003
F000000003,6762147,2047726,175,01/02/2003
F000000004,2920263,2285626,235,01/02/2003
F000000005,1945489,8398813,166,01/02/2003
F000000006,1895172,0258054,181,01/02/2003
F000000007,3053531,6199263,176,01/02/2003
F000000008,2911218,5549348,207,01/02/2003
F000000009,8560659,0358773,165,01/02/2003
F000000010,7140505,2988334,154,01/02/2003
F000000011,5894763,6324997,166,01/02/2003
F000000012,8845659,5818326,156,01/02/2003
F000000013,3602706,8294563,223,01/02/2003
F000000014,7468409,8545046,155,01/02/2003
F000000015,1243535,0028613,169,01/02/2003
F000000016,2505107,4263288,182,01/02/2003
F000000017,9365110,5843056,171,01/02/2003
F000000018,5026832,0856055,191,01/02/2003
F000000019,1441952,4293096,150,01/02/2003
F000000020,6389069,5888759,154,01/02/2003
F000000001,8504923,4298381,188,01/03/2003
F000000002,9947451,0628487,198,01/03/2003
F000000003,6762147,2047726,175,01/03/2003
F000000004,2920263,2285626,235,01/03/2003
F000000005,1945489,8398813,166,01/03/2003
F000000006,1895172,0258054,181,01/03/2003
F000000007,3053531,6199263,176,01/03/2003
F000000008,2911218,5549348,207,01/03/2003
F000000009,8560659,0358773,165,01/03/2003
F000000010,7140505,2988334,154,01/03/2003
F000000011,5894763,6324997,166,01/03/2003
F000000012,8845659,5818326,156,01/03/2003
F000000013,3602706,8294563,223,01/03/2003
F000000014,7468409,8545046,155,01/03/2003
F000000015,1243535,0028613,169,01/03/2003
F000000016,2505107,4263288,182,01/03/2003
F000000017,9365110,5843056,171,01/03/2003
F000000018,5026832,0856055,191,01/03/2003
F000000019,1441952,4293096,150,01/03/2003
F000000020,6389069,5888759,154,01/03/2003
F000000001,8504923,4298381,188,01/04/2003
F000000002,9947451,0628487,198,01/04/2003
F000000003,6762147,2047726,175,01/04/2003
F000000004,2920263,2285626,235,01/04/2003
F000000005,1945489,8398813,166,01/04/2003
F000000006,1895172,0258054,181,01/04/2003
F000000007,3053531,6199263,176,01/04/2003
F000000008,2911218,5549348,207,01/04/2003
F000000009,8560659,0358773,165,01/04/2003
F000000010,7140505,2988334,154,01/04/2003
F000000011,5894763,6324997,166,01/04/2003
F000000012,8845659,5818326,156,01/04/2003
F000000013,3602706,8294563,223,01/04/2003
F000000014,7468409,8545046,155,01/04/2003
F000000015,1243535,0028613,169,01/04/2003
F000000016,2505107,4263288,182,01/04/2003
F000000017,9365110,5843056,171,01/04/2003
F000000018,5026832,0856055,191,01/04/2003
F000000019,1441952,4293096,150,01/04/2003
F000000020,6389069,5888759,154,01/04/2003
F000000001,8504923,4298381,188,01/05/2003
F000000002,9947451,0628487,198,01/05/2003
F000000003,6762147,2047726,180,01/05/2003
F000000004,2920263,2285626,237,01/05/2003
F000000005,1945489,8398813,172,01/05/2003
F000000006,1895172,0258054,186,01/05/2003
F000000007,3053531,6199263,180,01/05/2003
F000000008,2911218,5549348,215,01/05/2003
F000000009,8560659,0358773,174,01/05/2003
F000000010,7140505,2988334,162,01/05/2003
F000000011,5894763,6324997,168,01/05/2003
F000000012,8845659,5818326,147,01/05/2003
F000000013,3602706,8294563,242,01/05/2003
F000000014,7468409,8545046,162,01/05/2003
F000000015,1243535,0028613,171,01/05/2003
F000000016,2505107,4263288,186,01/05/2003
F000000017,9365110,5843056,177,01/05/2003
F000000018,5026832,0856055,194,01/05/2003
F000000019,1441952,4293096,152,01/05/2003
F000000020,6389069,5888759,156,01/05/2003
F000000001,8504923,4298381,192,01/06/2003
F000000002,9947451,0628487,204,01/06/2003
F000000003,6762147,2047726,180,01/06/2003
F000000004,2920263,2285626,243,01/06/2003
F000000005,1945489,8398813,179,01/06/2003
F000000006,1895172,0258054,189,01/06/2003
F000000007,3053531,6199263,187,01/06/2003
F000000008,2911218,5549348,221,01/06/2003
F000000009,8560659,0358773,176,01/06/2003
F000000010,7140505,2988334,171,01/06/2003
F000000011,5894763,6324997,174,01/06/2003
F000000012,8845659,5818326,149,01/06/2003
F000000013,3602706,8294563,247,01/06/2003
F000000014,7468409,8545046,168,01/06/2003
F000000015,1243535,0028613,178,01/06/2003
F000000016,2505107,4263288,192,01/06/2003
F000000017,9365110,5843056,184,01/06/2003
F000000018,5026832,0856055,195,01/06/2003
F000000019,1441952,4293096,158,01/06/2003
F000000020,6389069,5888759,161,01/06/2003
F000000001,8504923,4298381,198,01/07/2003
F000000002,9947451,0628487,207,01/07/2003
F000000003,6762147,2047726,180,01/07/2003
F000000004,2920263,2285626,248,01/07/2003
F000000005,1945489,8398813,179,01/07/2003
F000000006,1895172,0258054,192,01/07/2003
F000000007,3053531,6199263,190,01/07/2003
F000000008,2911218,5549348,224,01/07/2003
F000000009,8560659,0358773,176,01/07/2003
F000000010,7140505,2988334,173,01/07/2003
F000000011,5894763,6324997,183,01/07/2003
F000000012,8845659,5818326,150,01/07/2003
F000000013,3602706,8294563,250,01/07/2003
F000000014,7468409,8545046,171,01/07/2003
F000000015,1243535,0028613,182,01/07/2003
F000000016,2505107,4263288,201,01/07/2003
F000000017,9365110,5843056,193,01/07/2003
F000000018,5026832,0856055,198,01/07/2003
F000000019,1441952,4293096,160,01/07/2003
F000000020,6389069,5888759,166,01/07/2003
F000000001,8504923,4298381,202,01/08/2003
F000000002,9947451,0628487,208,01/08/2003
F000000003,6762147,2047726,182,01/08/2003
F000000004,2920263,2285626,248,01/08/2003
F000000005,1945489,8398813,193,01/08/2003
F000000006,1895172,0258054,198,01/08/2003
F000000007,3053531,6199263,190,01/08/2003
F000000008,2911218,5549348,231,01/08/2003
F000000009,8560659,0358773,185,01/08/2003
F000000010,7140505,2988334,180,01/08/2003
F000000011,5894763,6324997,173,01/08/2003
F000000012,8845659,5818326,157,01/08/2003
F000000013,3602706,8294563,255,01/08/2003
F000000014,7468409,8545046,171,01/08/2003
F000000015,1243535,0028613,186,01/08/2003
F000000016,2505107,4263288,204,01/08/2003
F000000017,9365110,5843056,195,01/08/2003
F000000018,5026832,0856055,198,01/08/2003
F000000019,1441952,4293096,161,01/08/2003
F000000020,6389069,5888759,166,01/08/2003
F000000001,8504923,4298381,211,01/09/2003
F000000002,9947451,0628487,215,01/09/2003
F000000003,6762147,2047726,185,01/09/2003
F000000004,2920263,2285626,254,01/09/2003
F000000005,1945489,8398813,202,01/09/2003
F000000006,1895172,0258054,207,01/09/2003
F000000007,3053531,6199263,196,01/09/2003
F000000008,2911218,5549348,240,01/09/2003
F000000009,8560659,0358773,187,01/09/2003
F000000010,7140505,2988334,188,01/09/2003
F000000011,5894763,6324997,177,01/09/2003
F000000012,8845659,5818326,165,01/09/2003
F000000013,3602706,8294563,264,01/09/2003
F000000014,7468409,8545046,174,01/09/2003
F000000015,1243535,0028613,193,01/09/2003
F000000016,2505107,4263288,212,01/09/2003
F000000017,9365110,5843056,200,01/09/2003
F000000018,5026832,0856055,202,01/09/2003
F000000019,1441952,4293096,161,01/09/2003
F000000020,6389069,5888759,167,01/09/2003
F000000001,8504923,4298381,220,01/10/2003
F000000002,9947451,0628487,216,01/10/2003
F000000003,6762147,2047726,190,01/10/2003
F000000004,2920263,2285626,256,01/10/2003
F000000005,1945489,8398813,202,01/10/2003
F000000006,1895172,0258054,211,01/10/2003
F000000007,3053531,6199263,206,01/10/2003
F000000008,2911218,5549348,240,01/10/2003
F000000009,8560659,0358773,192,01/10/2003
F000000010,7140505,2988334,190,01/10/2003
F000000011,5894763,6324997,180,01/10/2003
F000000012,8845659,5818326,166,01/10/2003
F000000013,3602706,8294563,271,01/10/2003
F000000014,7468409,8545046,168,01/10/2003
F000000015,1243535,0028613,196,01/10/2003
F000000016,2505107,4263288,213,01/10/2003
F000000017,9365110,5843056,208,01/10/2003
F000000018,5026832,0856055,211,01/10/2003
F000000019,1441952,4293096,162,01/10/2003
F000000020,6389069,5888759,173,01/10/2003
F000000001,8504923,4298381,220,01/11/2003
F000000002,9947451,0628487,216,01/11/2003
F000000003,6762147,2047726,190,01/11/2003
F000000004,2920263,2285626,256,01/11/2003
F000000005,1945489,8398813,202,01/11/2003
F000000006,1895172,0258054,211,01/11/2003
F000000007,3053531,6199263,206,01/11/2003
F000000008,2911218,5549348,240,01/11/2003
F000000009,8560659,0358773,192,01/11/2003
F000000010,7140505,2988334,190,01/11/2003
F000000011,5894763,6324997,180,01/11/2003
F000000012,8845659,5818326,166,01/11/2003
F000000013,3602706,8294563,271,01/11/2003
F000000014,7468409,8545046,168,01/11/2003
F000000015,1243535,0028613,196,01/11/2003
F000000016,2505107,4263288,213,01/11/2003
F000000017,9365110,5843056,208,01/11/2003
F000000018,5026832,0856055,211,01/11/2003
F000000019,1441952,4293096,162,01/11/2003
F000000020,6389069,5888759,173,01/11/2003
F000000001,8504923,4298381,220,01/12/2003
F000000002,9947451,0628487,216,01/12/2003
F000000003,6762147,2047726,190,01/12/2003
F000000004,2920263,2285626,256,01/12/2003
F000000005,1945489,8398813,202,01/12/2003
F000000006,1895172,0258054,224,01/12/2003
F000000007,3053531,6199263,206,01/12/2003
F000000008,2911218,5549348,240,01/12/2003
F000000009,8560659,0358773,179,01/12/2003
F000000010,7140505,2988334,190,01/12/2003
F000000011,5894763,6324997,180,01/12/2003
F000000012,8845659,5818326,166,01/12/2003
F000000013,3602706,8294563,271,01/12/2003
F000000014,7468409,8545046,168,01/12/2003
F000000015,1243535,0028613,196,01/12/2003
F000000016,2505107,4263288,213,01/12/2003
F000000017,9365110,5843056,208,01/12/2003
F000000018,5026832,0856055,211,01/12/2003
F000000019,1441952,4293096,162,01/12/2003
F000000020,6389069,5888759,173,01/12/2003
F000000001,8504923,4298381,220,01/01/2004
F000000002,9947451,0628487,216,01/01/2004
F000000003,6762147,2047726,190,01/01/2004
F000000004,2920263,2285626,256,01/01/2004
F000000005,1945489,8398813,202,01/01/2004
F000000006,1895172,0258054,224,01/01/2004
F000000007,3053531,6199263,206,01/01/2004
F000000008,2911218,5549348,240,01/01/2004
F000000009,8560659,0358773,179,01/01/2004
F000000010,7140505,2988334,190,01/01/2004
F000000011,5894763,6324997,180,01/01/2004
F000000012,8845659,5818326,166,01/01/2004
F000000013,3602706,8294563,271,01/01/2004
F000000014,7468409,8545046,168,01/01/2004
F000000015,1243535,0028613,196,01/01/2004
F000000016,2505107,4263288,213,01/01/2004
F000000017,9365110,5843056,208,01/01/2004
F000000018,5026832,0856055,211,01/01/2004
F000000019,1441952,4293096,162,01/01/2004
F000000020,6389069,5888759,173,01/01/2004
F000000001,8504923,4298381,220,01/02/2004
F000000002,9947451,0628487,216,01/02/2004
F000000003,6762147,2047726,190,01/02/2004
F000000004,2920263,2285626,256,01/02/2004
F000000005,1945489,8398813,202,01/02/2004
F000000006,1895172,0258054,224,01/02/2004
F000000007,3053531,6199263,206,01/02/2004
F000000008,2911218,5549348,240,01/02/2004
F000000009,8560659,0358773,179,01/02/2004
F000000010,7140505,2988334,190,01/02/2004
F000000011,5894763,6324997,180,01/02/2004
F000000012,8845659,5818326,166,01/02/2004
F000000013,3602706,8294563,271,01/02/2004
F000000014,7468409,8545046,168,01/02/2004
F000000015,1243535,0028613,196,01/02/2004
F000000016,2505107,4263288,213,01/02/2004
F000000017,9365110,5843056,208,01/02/2004
F000000018,5026832,0856055,211,01/02/2004
F000000019,1441952,4293096,162,01/02/2004
F000000020,6389069,5888759,173,01/02/2004
F000000001,8504923,4298381,220,01/03/2004
F000000002,9947451,0628487,216,01/03/2004
F000000003,6762147,2047726,190,01/03/2004
F000000004,2920263,2285626,256,01/03/2004
F000000005,1945489,8398813,202,01/03/2004
F000000006,1895172,0258054,224,01/03/2004
F000000007,3053531,6199263,206,01/03/2004
F000000008,2911218,5549348,240,01/03/2004
F000000009,8560659,0358773,179,01/03/2004
F000000010,7140505,2988334,190,01/03/2004
F000000011,5894763,6324997,170,01/03/2004
F000000012,8845659,5818326,176,01/03/2004
F000000013,3602706,8294563,271,01/03/2004
F000000014,7468409,8545046,168,01/03/2004
F000000015,1243535,0028613,196,01/03/2004
F000000016,2505107,4263288,213,01/03/2004
F000000017,9365110,5843056,208,01/03/2004
F000000018,5026832,0856055,211,01/03/2004
F000000019,1441952,4293096,162,01/03/2004
F000000020,6389069,5888759,173,01/03/2004
F000000001,8504923,4298381,220,01/04/2004
F000000002,9947451,0628487,216,01/04/2004
F000000003,6762147,2047726,190,01/04/2004
F000000004,2920263,2285626,256,01/04/2004
F000000005,1945489,8398813,226,01/04/2004
F000000006,1895172,0258054,224,01/04/2004
F000000007,3053531,6199263,206,01/04/2004
F000000008,2911218,5549348,240,01/04/2004
F000000009,8560659,0358773,179,01/04/2004
F000000010,7140505,2988334,190,01/04/2004
F000000011,5894763,6324997,170,01/04/2004
F000000012,8845659,5818326,176,01/04/2004
F000000013,3602706,8294563,271,01/04/2004
F000000014,7468409,8545046,168,01/04/2004
F000000015,1243535,0028613,196,01/04/2004
F000000016,2505107,4263288,189,01/04/2004
F000000017,9365110,5843056,208,01/04/2004
F000000018,5026832,0856055,211,01/04/2004
F000000019,1441952,4293096,162,01/04/2004
F000000020,6389069,5888759,173,01/04/2004
F000000001,8504923,4298381,226,01/05/2004
F000000002,9947451,0628487,221,01/05/2004
F000000003,6762147,2047726,195,01/05/2004
F000000004,2920263,2285626,260,01/05/2004
F000000005,1945489,8398813,231,01/05/2004
F000000006,1895172,0258054,226,01/05/2004
F000000007,3053531,6199263,212,01/05/2004
F000000008,2911218,5549348,257,01/05/2004
F000000009,8560659,0358773,180,01/05/2004
F000000010,7140505,2988334,197,01/05/2004
F000000011,5894763,6324997,176,01/05/2004
F000000012,8845659,5818326,183,01/05/2004
F000000013,3602706,8294563,280,01/05/2004
F000000014,7468409,8545046,169,01/05/2004
F000000015,1243535,0028613,201,01/05/2004
F000000016,2505107,4263288,196,01/05/2004
F000000017,9365110,5843056,211,01/05/2004
F000000018,5026832,0856055,220,01/05/2004
F000000019,1441952,4293096,162,01/05/2004
F000000020,6389069,5888759,169,01/05/2004
F000000001,8504923,4298381,231,01/06/2004
F000000002,9947451,0628487,227,01/06/2004
F000000003,6762147,2047726,204,01/06/2004
F000000004,2920263,2285626,264,01/06/2004
F000000005,1945489,8398813,238,01/06/2004
F000000006,1895172,0258054,247,01/06/2004
F000000007,3053531,6199263,215,01/06/2004
F000000008,2911218,5549348,258,01/06/2004
F000000009,8560659,0358773,184,01/06/2004
F000000010,7140505,2988334,200,01/06/2004
F000000011,5894763,6324997,181,01/06/2004
F000000012,8845659,5818326,176,01/06/2004
F000000013,3602706,8294563,289,01/06/2004
F000000014,7468409,8545046,175,01/06/2004
F000000015,1243535,0028613,205,01/06/2004
F000000016,2505107,4263288,203,01/06/2004
F000000017,9365110,5843056,211,01/06/2004
F000000018,5026832,0856055,226,01/06/2004
F000000019,1441952,4293096,162,01/06/2004
F000000020,6389069,5888759,173,01/06/2004
F000000001,8504923,4298381,240,01/07/2004
F000000002,9947451,0628487,230,01/07/2004
F000000003,6762147,2047726,213,01/07/2004
F000000004,2920263,2285626,265,01/07/2004
F000000005,1945489,8398813,244,01/07/2004
F000000006,1895172,0258054,255,01/07/2004
F000000007,3053531,6199263,223,01/07/2004
F000000008,2911218,5549348,263,01/07/2004
F000000009,8560659,0358773,192,01/07/2004
F000000010,7140505,2988334,201,01/07/2004
F000000011,5894763,6324997,193,01/07/2004
F000000012,8845659,5818326,177,01/07/2004
F000000013,3602706,8294563,287,01/07/2004
F000000014,7468409,8545046,180,01/07/2004
F000000015,1243535,0028613,207,01/07/2004
F000000016,2505107,4263288,209,01/07/2004
F000000017,9365110,5843056,214,01/07/2004
F000000018,5026832,0856055,230,01/07/2004
F000000019,1441952,4293096,165,01/07/2004
F000000020,6389069,5888759,178,01/07/2004
F000000001,8504923,4298381,260,01/08/2004
F000000002,9947451,0628487,235,01/08/2004
F000000003,6762147,2047726,215,01/08/2004
F000000004,2920263,2285626,273,01/08/2004
F000000005,1945489,8398813,246,01/08/2004
F000000006,1895172,0258054,257,01/08/2004
F000000007,3053531,6199263,224,01/08/2004
F000000008,2911218,5549348,272,01/08/2004
F000000009,8560659,0358773,199,01/08/2004
F000000010,7140505,2988334,189,01/08/2004
F000000011,5894763,6324997,195,01/08/2004
F000000012,8845659,5818326,184,01/08/2004
F000000013,3602706,8294563,295,01/08/2004
F000000014,7468409,8545046,187,01/08/2004
F000000015,1243535,0028613,215,01/08/2004
F000000016,2505107,4263288,209,01/08/2004
F000000017,9365110,5843056,214,01/08/2004
F000000018,5026832,0856055,237,01/08/2004
F000000019,1441952,4293096,167,01/08/2004
F000000020,6389069,5888759,182,01/08/2004
F000000001,8504923,4298381,268,01/09/2004
F000000002,9947451,0628487,240,01/09/2004
F000000003,6762147,2047726,219,01/09/2004
F000000004,2920263,2285626,282,01/09/2004
F000000005,1945489,8398813,254,01/09/2004
F000000006,1895172,0258054,259,01/09/2004
F000000007,3053531,6199263,231,01/09/2004
F000000008,2911218,5549348,278,01/09/2004
F000000009,8560659,0358773,200,01/09/2004
F000000010,7140505,2988334,191,01/09/2004
F000000011,5894763,6324997,202,01/09/2004
F000000012,8845659,5818326,193,01/09/2004
F000000013,3602706,8294563,299,01/09/2004
F000000014,7468409,8545046,188,01/09/2004
F000000015,1243535,0028613,216,01/09/2004
F000000016,2505107,4263288,209,01/09/2004
F000000017,9365110,5843056,222,01/09/2004
F000000018,5026832,0856055,239,01/09/2004
F000000019,1441952,4293096,171,01/09/2004
F000000020,6389069,5888759,184,01/09/2004
F000000001,8504923,4298381,268,01/10/2004
F000000002,9947451,0628487,242,01/10/2004
F000000003,6762147,2047726,228,01/10/2004
F000000004,2920263,2285626,291,01/10/2004
F000000005,1945489,8398813,257,01/10/2004
F000000006,1895172,0258054,262,01/10/2004
F000000007,3053531,6199263,240,01/10/2004
F000000008,2911218,5549348,281,01/10/2004
F000000009,8560659,0358773,201,01/10/2004
F000000010,7140505,2988334,197,01/10/2004
F000000011,5894763,6324997,211,01/10/2004
F000000012,8845659,5818326,196,01/10/2004
F000000013,3602706,8294563,303,01/10/2004
F000000014,7468409,8545046,196,01/10/2004
F000000015,1243535,0028613,217,01/10/2004
F000000016,2505107,4263288,216,01/10/2004
F000000017,9365110,5843056,231,01/10/2004
F000000018,5026832,0856055,242,01/10/2004
F000000019,1441952,4293096,174,01/10/2004
F000000020,6389069,5888759,185,01/10/2004
F000000001,8504923,4298381,268,01/11/2004
F000000002,9947451,0628487,242,01/11/2004
F000000003,6762147,2047726,228,01/11/2004
F000000004,2920263,2285626,291,01/11/2004
F000000005,1945489,8398813,257,01/11/2004
F000000006,1895172,0258054,262,01/11/2004
F000000007,3053531,6199263,240,01/11/2004
F000000008,2911218,5549348,281,01/11/2004
F000000009,8560659,0358773,201,01/11/2004
F000000010,7140505,2988334,197,01/11/2004
F000000011,5894763,6324997,211,01/11/2004
F000000012,8845659,5818326,196,01/11/2004
F000000013,3602706,8294563,303,01/11/2004
F000000014,7468409,8545046,196,01/11/2004
F000000015,1243535,0028613,217,01/11/2004
F000000016,2505107,4263288,216,01/11/2004
F000000017,9365110,5843056,231,01/11/2004
F000000018,5026832,0856055,242,01/11/2004
F000000019,1441952,4293096,174,01/11/2004
F000000020,6389069,5888759,185,01/11/2004
F000000001,8504923,4298381,268,01/12/2004
F000000002,9947451,0628487,242,01/12/2004
F000000003,6762147,2047726,228,01/12/2004
F000000004,2920263,2285626,291,01/12/2004
F000000005,1945489,8398813,257,01/12/2004
F000000006,1895172,0258054,262,01/12/2004
F000000007,3053531,6199263,240,01/12/2004
F000000008,2911218,5549348,281,01/12/2004
F000000009,8560659,0358773,201,01/12/2004
F000000010,7140505,2988334,197,01/12/2004
F000000011,5894763,6324997,211,01/12/2004
F000000012,8845659,5818326,196,01/12/2004
F000000013,3602706,8294563,303,01/12/2004
F000000014,7468409,8545046,196,01/12/2004
F000000015,1243535,0028613,217,01/12/2004
F000000016,2505107,4263288,216,01/12/2004
F000000017,9365110,5843056,231,01/12/2004
F000000018,5026832,0856055,242,01/12/2004
F000000019,1441952,4293096,174,01/12/2004
F000000020,6389069,5888759,185,01/12/2004
F000000001,8504923,4298381,268,01/01/2005
F000000002,9947451,0628487,242,01/01/2005
F000000003,6762147,2047726,228,01/01/2005
F000000004,2920263,2285626,291,01/01/2005
F000000005,1945489,8398813,257,01/01/2005
F000000006,1895172,0258054,262,01/01/2005
F000000007,3053531,6199263,240,01/01/2005
F000000008,2911218,5549348,281,01/01/2005
F000000009,8560659,0358773,201,01/01/2005
F000000010,7140505,2988334,185,01/01/2005
F000000011,5894763,6324997,223,01/01/2005
F000000012,8845659,5818326,196,01/01/2005
F000000013,3602706,8294563,303,01/01/2005
F000000014,7468409,8545046,196,01/01/2005
F000000015,1243535,0028613,217,01/01/2005
F000000016,2505107,4263288,216,01/01/2005
F000000017,9365110,5843056,231,01/01/2005
F000000018,5026832,0856055,242,01/01/2005
F000000019,1441952,4293096,174,01/01/2005
F000000020,6389069,5888759,185,01/01/2005
F000000001,8504923,4298381,125,01/02/2005
F000000002,9947451,0628487,145,01/02/2005
F000000003,6762147,2047726,142,01/02/2005
F000000004,2920263,2285626,168,01/02/2005
F000000005,1945489,8398813,106,01/02/2005
F000000006,1895172,0258054,128,01/02/2005
F000000007,3053531,6199263,122,01/02/2005
F000000008,2911218,5549348,162,01/02/2005
F000000009,8560659,0358773,107,01/02/2005
F000000010,7140505,2988334,119,01/02/2005
F000000011,5894763,6324997,139,01/02/2005
F000000012,8845659,5818326,138,01/02/2005
F000000013,3602706,8294563,170,01/02/2005
F000000014,7468409,8545046,104,01/02/2005
F000000015,1243535,0028613,125,01/02/2005
F000000016,2505107,4263288,140,01/02/2005
F000000017,9365110,5843056,144,01/02/2005
F000000018,5026832,0856055,139,01/02/2005
F000000019,1441952,4293096,89,01/02/2005
F000000020,6389069,5888759,126,01/02/2005
F000000001,8504923,4298381,125,01/03/2005
F000000002,9947451,0628487,145,01/03/2005
F000000003,6762147,2047726,142,01/03/2005
F000000004,2920263,2285626,168,01/03/2005
F000000005,1945489,8398813,106,01/03/2005
F000000006,1895172,0258054,128,01/03/2005
F000000007,3053531,6199263,122,01/03/2005
F000000008,2911218,5549348,162,01/03/2005
F000000009,8560659,0358773,107,01/03/2005
F000000010,7140505,2988334,119,01/03/2005
F000000011,5894763,6324997,139,01/03/2005
F000000012,8845659,5818326,118,01/03/2005
F000000013,3602706,8294563,190,01/03/2005
F000000014,7468409,8545046,104,01/03/2005
F000000015,1243535,0028613,125,01/03/2005
F000000016,2505107,4263288,140,01/03/2005
F000000017,9365110,5843056,144,01/03/2005
F000000018,5026832,0856055,139,01/03/2005
F000000019,1441952,4293096,89,01/03/2005
F000000020,6389069,5888759,126,01/03/2005
F000000001,8504923,4298381,125,01/04/2005
F000000002,9947451,0628487,145,01/04/2005
F000000003,6762147,2047726,142,01/04/2005
F000000004,2920263,2285626,168,01/04/2005
F000000005,1945489,8398813,106,01/04/2005
F000000006,1895172,0258054,128,01/04/2005
F000000007,3053531,6199263,122,01/04/2005
F000000008,2911218,5549348,162,01/04/2005
F000000009,8560659,0358773,107,01/04/2005
